Seq_id	Size	Description
174	+	1412186	1416193	4007
193	-	2621511	2617504	4007
250	+	3143280	3147287	4007
282	-	3237924	3233917	4007
--------------------------------------------------------------------------------
Block #34
Seq_id	Strand	Start	End	Length
42	+	0	3525	3525
169	-	1717610	1714085	3525
174	-	1647532	1644007	3525
193	+	2382518	2386043	3525
250	+	3331467	3334992	3525
282	+	3277098	3280623	3525
--------------------------------------------------------------------------------
Block #33
Seq_id	Strand	Start	End	Length
41	+	0	1065	1065
169	-	1712039	1710974	1065
174	-	1641961	1640896	1065
193	+	2388089	2389154	1065
250	+	3337038	3338103	1065
282	+	3282669	3283734	1065
--------------------------------------------------------------------------------
Block #32
Seq_id	Strand	Start	End	Length
40	+	0	11533	11533
169	-	1637338	1625805	11533
174	-	1567261	1555728	11533
193	+	2462344	2473869	11525
250	+	3411710	3423243	11533
282	+	3357306	3368839	11533
--------------------------------------------------------------------------------
Block #31
Seq_id	Strand	Start	End	Length
39	+	0	4888	4888
169	-	1571846	1566958	4888
174	-	1501768	1496880	4888
193	+	2529788	2534676	4888
250	+	3477210	3482108	4898
282	+	3422806	3427704	4898
--------------------------------------------------------------------------------
Block #30
Seq_id	Strand	Start	End	Length
38	+	0	1833	1833
169	+	1245501	1247334	1833
174	+	1175385	1177218	1833
193	-	2861928	2860095	1833
250	-	3484667	3482834	1833
282	-	3430263	3428430	1833
--------------------------------------------------------------------------------
Block #29
Seq_id	Strand	Start	End	Length
37	+	0	849	849
169	+	237384	238233	849
174	+	4024204	4025053	849
193	-	4100959	4100110	849
250	-	4017848	4016999	849
282	-	4065906	4065057	849
--------------------------------------------------------------------------------
Block #28
Seq_id	Strand	Start	End	Length
36	+	2062	28135	26073
169	+	1193284	1219357	26073
174	+	1121134	1147207	26073
193	-	2914159	2888072	26087
250	-	3536891	3510811	26080
282	-	3482487	3456407	26080
--------------------------------------------------------------------------------
Block #27
Seq_id	Strand	Start	End	Length
36	+	0	2052	2052
169	+	1191222	1193274	2052
174	+	1119072	1121124	2052
193	-	2916221	2914169	2052
250	-	3538953	3536901	2052
282	-	3486506	3484454	2052
--------------------------------------------------------------------------------
Block #26
Seq_id	Strand	Start	End	Length
35	+	0	13133	13133
169	+	1161692	1174825	13133
174	+	1089543	1102676	13133
193	-	2947705	2934576	13129
250	-	3568482	3555349	13133
282	-	3516036	3502903	13133
--------------------------------------------------------------------------------
Block #25
Seq_id	Strand	Start	End	Length
34	+	0	4095	4095
169	+	1017673	1021768	4095
174	+	946650	950745	4095
193	-	3092343	3088248	4095
250	-	3711316	3707221	4095
282	-	3660889	3656794	4095
--------------------------------------------------------------------------------
Block #24
Seq_id	Strand	Start	End	Length
33	+	0	3546	3546
169	+	777951	781497	3546
174	+	706307	709853	3546
193	-	3333263	3329717	3546
250	-	3951447	3947901	3546
282	-	3900814	3897268	3546
--------------------------------------------------------------------------------
Block #23
Seq_id	Strand	Start	End	Length
31	+	0	1771	1771
169	+	965506	967277	1771
174	+	894483	896254	1771
193	+	3138875	3140646	1771
250	-	3763660	3761889	1771
282	-	3713077	3711306	1771
--------------------------------------------------------------------------------
Block #10
Seq_id	Strand	Start	End	Length
12	+	0	4748	4748
169	+	361275	366022	4747
174	+	89337	94085	4748
193	+	141572	146321	4749
250	-	4430803	4426054	4749
282	-	4384413	4379665	4748
--------------------------------------------------------------------------------
Block #9
Seq_id	Strand	Start	End	Length
11	+	0	3883	3883
169	+	366730	370613	3883
174	+	94793	98676	3883
193	+	147029	150912	3883
250	-	4425346	4421463	3883
282	-	4378957	4375074	3883
--------------------------------------------------------------------------------
Block #8
Seq_id	Strand	Start	End	Length
10	+	0	22599	22599
169	+	4326208	4348791	22583
174	-	4118369	4091983	26386
193	-	4243362	4220763	22599
250	+	2857624	2880224	22600
282	-	4442874	4420352	22522
--------------------------------------------------------------------------------
Block #7
Seq_id	Strand	Start	End	Length
9	+	0	7118	7118
169	+	4318478	4325596	7118
174	-	4126099	4118981	7118
193	-	4251084	4243974	7110
250	+	2849894	2857012	7118
282	-	4450604	4443486	7118
--------------------------------------------------------------------------------
Block #6
Seq_id	Strand	Start	End	Length
8	+	0	1696	1696
169	+	4316275	4317971	1696
174	-	4128302	4126606	1696
193	-	4253287	4251591	1696
250	+	2847691	2849387	1696
282	-	4452807	4451111	1696
--------------------------------------------------------------------------------
Block #5
Seq_id	Strand	Start	End	Length
7	+	0	14599	14599
169	+	4300758	4315357	14599
174	-	4143819	4129220	14599
193	-	4268804	4254205	14599
250	+	2832174	2846773	14599
282	-	4468324	4453725	14599
--------------------------------------------------------------------------------
Block #4
Seq_id	Strand	Start	End	Length
4	+	0	32723	32723
169	-	4545303	4512580	32723
174	-	4274095	4241372	32723
193	+	3346912	3381407	34495
250	-	4498375	4465652	32723
282	-	4598517	4565793	32724
--------------------------------------------------------------------------------
Block #3
Seq_id	Strand	Start	End	Length
3	+	15	11866	11851
169	-	4557400	4545557	11843
174	-	4286200	4274349	11851
193	+	3334826	3346658	11832
250	-	4510480	4498629	11851
282	-	4610622	4598771	11851
--------------------------------------------------------------------------------
Block #2
Seq_id	Strand	Start	End	Length
2	+	0	1145	1145
169	+	4559279	4560424	1145
174	+	4493363	4494508	1145
193	+	4661063	4662208	1145
250	+	4512359	4513504	1145
282	+	4612501	4613646	1145
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
1	+	0	11029	11029
169	+	4561538	4572567	11029
174	+	4495622	4506651	11029
193	+	4663322	4674351	11029
250	+	4514618	4525647	11029
282	+	4614760	4625789	11029
--------------------------------------------------------------------------------
Block #11
Seq_id	Strand	Start	End	Length
15	+	0	9743	9743
169	+	508944	518687	9743
174	+	236926	246669	9743
193	-	3847657	3837914	9743
250	-	4283577	4273834	9743
282	-	4236770	4227027	9743
--------------------------------------------------------------------------------
Block #12
Seq_id	Strand	Start	End	Length
17	+	0	972	972
169	+	278214	279186	972
174	+	4065035	4066007	972
193	-	3811955	3810983	972
250	-	3977017	3976045	972
282	-	4025090	4024118	972
--------------------------------------------------------------------------------
Block #13
Seq_id	Strand	Start	End	Length
18	+	0	4239	4239
169	+	279568	283807	4239
174	+	4066389	4070628	4239
193	-	3810601	3806362	4239
250	-	3975663	3971424	4239
282	-	4023736	4019497	4239
--------------------------------------------------------------------------------
Block #14
Seq_id	Strand	Start	End	Length
22	+	0	6416	6416
169	+	295889	302305	6416
174	+	4082711	4089127	6416
193	-	3794279	3787863	6416
250	-	3959341	3952925	6416
282	-	4007414	4000998	6416
--------------------------------------------------------------------------------
Block #15
Seq_id	Strand	Start	End	Length
24	+	0	5301	5301
169	+	728365	733666	5301
174	-	3743293	3737992	5301
193	-	106299	100999	5300
250	+	4135091	4140392	5301
282	-	3950376	3945075	5301
--------------------------------------------------------------------------------
Block #16
Seq_id	Strand	Start	End	Length
25	+	0	11061	11061
169	+	819916	830977	11061
174	+	748214	759275	11061
193	-	3291298	3279941	11357
250	-	3909482	3898124	11358
282	-	3858849	3847491	11358
--------------------------------------------------------------------------------
Block #17
Seq_id	Strand	Start	End	Length
26	+	0	976	976
169	+	835209	836185	976
174	+	764217	765193	976
193	-	3275709	3274733	976
250	-	3893892	3892916	976
282	-	3843259	3842283	976
--------------------------------------------------------------------------------
Block #18
Seq_id	Strand	Start	End	Length
27	+	0	10136	10136
169	+	842155	852378	10223
174	+	771163	781314	10151
193	-	3268762	3258626	10136
250	-	3886946	3876786	10160
282	-	3836313	3826177	10136
--------------------------------------------------------------------------------
Block #19
Seq_id	Strand	Start	End	Length
28	+	0	1235	1235
169	+	962532	963767	1235
174	+	891509	892744	1235
193	+	3135901	3137136	1235
250	-	3766634	3765399	1235
282	-	3716051	3714816	1235
--------------------------------------------------------------------------------
Block #20
Seq_id	Strand	Start	End	Length
30	+	0	10330	10330
169	+	239021	249351	10330
174	+	4025841	4036171	10330
193	-	4099322	4088992	10330
250	-	4016211	4005881	10330
282	-	4064269	4053939	10330
--------------------------------------------------------------------------------
Block #21
Seq_id	Strand	Start	End	Length
30	+	10335	10960	625
169	+	249356	249967	611
169	+	964895	965506	611
174	+	893872	894483	611
174	+	4036176	4036787	611
193	+	3138264	3138875	611
193	-	4088987	4088376	611
250	-	3764271	3763660	611
250	-	4005876	4005265	611
282	-	3713688	3713077	611
282	-	4053934	4053323	611
--------------------------------------------------------------------------------
Block #22
Seq_id	Strand	Start	End	Length
30	+	10960	19171	8211
169	+	249967	258178	8211
174	+	4036787	4044998	8211
193	-	4088376	4080165	8211
250	-	4005265	3997054	8211
282	-	4053323	4045112	8211
--------------------------------------------------------------------------------
Block #47
Seq_id	Strand	Start	End	Length
48	+	3157	13783	10626
169	+	1248067	1258693	10626
174	+	1177951	1188577	10626
193	-	2859362	2848736	10626
250	+	3228115	3238741	10626
282	-	3153090	3142464	10626
--------------------------------------------------------------------------------
Block #48
Seq_id	Strand	Start	End	Length
52	+	0	3877	3877
169	+	1186665	1190542	3877
174	+	1114515	1118392	3877
193	-	2922738	2916901	5837
250	-	3543510	3539633	3877
282	-	3491064	3487186	3878
--------------------------------------------------------------------------------
Block #49
Seq_id	Strand	Start	End	Length
53	+	0	10609	10609
169	+	1260763	1271372	10609
174	+	1190647	1201256	10609
193	-	2846668	2836057	10611
250	+	3240809	3251420	10611
282	-	3140396	3129785	10611
--------------------------------------------------------------------------------
Block #50
Seq_id	Strand	Start	End	Length
54	+	0	26872	26872
169	+	733954	760826	26872
174	-	3737704	3710832	26872
193	-	100711	73839	26872
250	+	4140680	4167552	26872
282	-	3944787	3917915	26872
--------------------------------------------------------------------------------
Block #51
Seq_id	Strand	Start	End	Length
56	+	0	9297	9297
169	+	1367144	1376457	9313
174	+	1297069	1306349	9280
193	+	2659939	2669236	9297
250	+	3027438	3036717	9279
282	+	2970855	2980134	9279
--------------------------------------------------------------------------------
Block #52
Seq_id	Strand	Start	End	Length
59	+	0	1166	1166
169	-	1787640	1786474	1166
174	+	2446335	2447501	1166
193	+	2311557	2312723	1166
250	+	2941163	2942329	1166
282	+	2884521	2885687	1166
--------------------------------------------------------------------------------
Block #53
Seq_id	Strand	Start	End	Length
60	+	0	17144	17144
169	-	1863486	1846028	17458
174	+	2370467	2387925	17458
193	+	2240399	2253191	12792
250	+	2761006	2778464	17458
282	+	2808683	2826141	17458
--------------------------------------------------------------------------------
Block #54
Seq_id	Strand	Start	End	Length
61	+	0	8588	8588
169	-	1872485	1863897	8588
174	+	2361468	2370056	8588
193	+	2231330	2239988	8658
250	+	2751937	2760595	8658
282	+	2799615	2808272	8657
--------------------------------------------------------------------------------
Block #55
Seq_id	Strand	Start	End	Length
62	+	0	2232	2232
169	+	1427912	1430144	2232
174	+	1357813	1360045	2232
193	+	2722026	2724258	2232
250	+	3088211	3090443	2232
282	+	3032982	3035214	2232
--------------------------------------------------------------------------------
Block #56
Seq_id	Strand	Start	End	Length
63	+	0	19446	19446
169	+	1408233	1427677	19444
174	+	1338132	1357578	19446
193	+	2702350	2721791	19441
250	+	3068529	3087976	19447
282	+	3013318	3032747	19429
--------------------------------------------------------------------------------
Block #57
Seq_id	Strand	Start	End	Length
64	+	0	1609	1609
169	-	1886936	1885327	1609
174	+	2347017	2348626	1609
193	+	2216879	2218488	1609
250	+	2737486	2739095	1609
282	+	2785164	2786773	1609
--------------------------------------------------------------------------------
Block #58
Seq_id	Strand	Start	End	Length
66	+	0	23873	23873
169	-	1914904	1891013	23891
174	+	2319187	2342940	23753
193	+	2188736	2212802	24066
250	+	2709297	2733409	24112
282	+	2756926	2781087	24161
--------------------------------------------------------------------------------
Block #59
Seq_id	Strand	Start	End	Length
66	+	23898	25317	1419
169	+	1219382	1220730	1348
169	-	1890992	1889629	1363
174	+	1147232	1148580	1348
174	+	2342961	2344324	1363
193	+	2212823	2214186	1363
193	-	2888047	2886699	1348
250	+	2733430	2734793	1363
250	-	3510786	3509438	1348
282	+	2781108	2782471	1363
282	-	3456382	3455034	1348
--------------------------------------------------------------------------------
Block #60
Seq_id	Strand	Start	End	Length
66	+	25317	27408	2091
169	-	1889629	1887538	2091
174	+	2344324	2346415	2091
193	+	2214186	2216277	2091
250	+	2734793	2736884	2091
282	+	2782471	2784562	2091
--------------------------------------------------------------------------------
Block #61
Seq_id	Strand	Start	End	Length
67	+	0	18125	18125
169	-	2106896	2088771	18125
174	+	2125815	2143940	18125
193	+	1988745	2006869	18124
250	-	1899034	1880909	18125
282	+	2727361	2745486	18125
--------------------------------------------------------------------------------
Block #62
Seq_id	Strand	Start	End	Length
68	+	0	14213	14213
169	-	2121275	2107062	14213
174	+	2111436	2125649	14213
193	+	1974366	1988579	14213
250	-	1913413	1899200	14213
282	+	2712982	2727195	14213
--------------------------------------------------------------------------------
Block #63
Seq_id	Strand	Start	End	Length
69	+	0	14521	14521
169	-	2136691	2122183	14508
174	+	2096020	2110528	14508
193	+	1958969	1973458	14489
250	-	1928829	1914321	14508
282	+	2697566	2712074	14508
--------------------------------------------------------------------------------
Block #64
Seq_id	Strand	Start	End	Length
70	+	0	19033	19033
169	-	1703450	1684388	19062
174	-	1633373	1614311	19062
193	+	2396678	2415711	19033
250	+	3345627	3364660	19033
282	+	3291258	3310291	19033
--------------------------------------------------------------------------------
Block #65
Seq_id	Strand	Start	End	Length
71	+	0	15878	15878
169	-	2158020	2142168	15852
174	+	2074665	2090543	15878
193	+	1937377	1953502	16125
250	-	1950183	1934296	15887
282	+	2676212	2692099	15887
--------------------------------------------------------------------------------
Block #66
Seq_id	Strand	Start	End	Length
71	+	15878	16451	573
169	-	2140199	2139626	573
174	+	2092512	2093085	573
193	+	1953502	1954075	573
250	-	1934296	1933723	573
282	+	2692099	2692672	573
--------------------------------------------------------------------------------
Block #67
Seq_id	Strand	Start	End	Length
71	+	16451	18583	2132
169	-	2139621	2137489	2132
174	+	2093090	2095222	2132
193	+	1956039	1958171	2132
250	-	1931759	1929627	2132
282	+	2694636	2696768	2132
--------------------------------------------------------------------------------
Block #68
Seq_id	Strand	Start	End	Length
72	+	0	535	535
169	+	967986	968521	535
174	+	896963	897498	535
193	+	3141355	3141890	535
250	-	3761180	3760645	535
282	-	3710597	3710062	535
--------------------------------------------------------------------------------
Block #69
Seq_id	Strand	Start	End	Length
72	+	593	4299	3706
169	+	968567	972013	3446
169	-	1681722	1678315	3407
174	+	897544	900990	3446
174	-	1611645	1608238	3407
193	+	2418377	2421784	3407
193	+	3141936	3145382	3446
250	+	3367326	3370733	3407
250	-	3760599	3757153	3446
282	+	3312957	3316364	3407
282	-	3710016	3706570	3446
--------------------------------------------------------------------------------
Block #70
Seq_id	Strand	Start	End	Length
72	+	4299	13497	9198
169	+	972013	981211	9198
174	+	900990	910188	9198
193	+	3145382	3154580	9198
250	-	3757153	3747955	9198
282	-	3706570	3697372	9198
--------------------------------------------------------------------------------
Block #71
Seq_id	Strand	Start	End	Length
73	+	244	7709	7465
169	-	2377501	2370025	7476
174	+	1851319	1858793	7474
193	+	1714667	1722132	7465
250	-	2170798	2163333	7465
282	+	2442705	2450170	7465
--------------------------------------------------------------------------------
Block #72
Seq_id	Strand	Start	End	Length
74	+	0	30559	30559
169	-	2415570	2385025	30545
174	+	1813235	1843795	30560
193	+	1676583	1707143	30560
250	-	2208881	2178322	30559
282	+	2404622	2435181	30559
--------------------------------------------------------------------------------
Block #73
Seq_id	Strand	Start	End	Length
74	+	30559	32185	1626
169	-	2385025	2383399	1626
174	+	1843795	1845421	1626
193	+	1707143	1708769	1626
250	+	354111	355740	1629
250	-	2178322	2176696	1626
282	+	2435181	2436807	1626
--------------------------------------------------------------------------------
Block #74
Seq_id	Strand	Start	End	Length
74	+	32185	36382	4197
169	-	2383399	2379202	4197
174	+	1845421	1849618	4197
193	+	1708769	1712966	4197
250	-	2176696	2172499	4197
282	+	2436807	2441004	4197
--------------------------------------------------------------------------------
Block #75
Seq_id	Strand	Start	End	Length
75	+	0	7993	7993
169	-	2558263	2550270	7993
174	+	1669872	1677865	7993
193	+	1543586	1551578	7992
250	-	2352251	2344258	7993
282	+	2258587	2266580	7993
--------------------------------------------------------------------------------
Block #76
Seq_id	Strand	Start	End	Length
75	+	7993	8518	525
169	-	2549340	2548837	503
169	-	2550270	2549756	514
174	+	1677865	1678379	514
174	+	1678795	1679298	503
193	+	1551578	1552092	514
193	+	1552508	1553011	503
250	-	2343328	2342825	503
250	-	2344258	2343744	514
282	+	2266580	2267094	514
282	+	2267510	2268013	503
--------------------------------------------------------------------------------
Block #77
Seq_id	Strand	Start	End	Length
77	+	0	15643	15643
169	-	2604071	2588428	15643
193	+	1497761	1513404	15643
282	+	2212726	2228369	15643
--------------------------------------------------------------------------------
Block #78
Seq_id	Strand	Start	End	Length
78	+	0	18776	18776
169	-	2624073	2605297	18776
193	+	1477759	1496535	18776
282	+	2192724	2211500	18776
--------------------------------------------------------------------------------
Block #79
Seq_id	Strand	Start	End	Length
80	+	0	22732	22732
169	+	1053329	1076079	22750
174	+	980345	1003078	22733
193	-	3056720	3034180	22540
250	-	3675721	3652989	22732
282	-	3625234	3602502	22732
--------------------------------------------------------------------------------
Block #80
Seq_id	Strand	Start	End	Length
80	+	22732	23334	602
169	+	1076079	1076681	602
169	+	2624073	2624675	602
174	+	1003078	1003680	602
193	-	1477759	1477157	602
193	-	3034180	3033578	602
250	-	3652989	3652387	602
282	-	2192724	2192122	602
282	-	3602502	3601900	602
--------------------------------------------------------------------------------
Block #81
Seq_id	Strand	Start	End	Length
81	+	0	1249	1249
169	-	2658867	2657618	1249
193	+	1441009	1442258	1249
282	+	2157930	2159179	1249
--------------------------------------------------------------------------------
Block #82
Seq_id	Strand	Start	End	Length
84	+	0	20403	20403
169	+	933973	954384	20411
174	+	862958	883361	20403
193	+	3107341	3127753	20412
250	-	3795194	3774782	20412
282	-	3744578	3724199	20379
--------------------------------------------------------------------------------
Block #83
Seq_id	Strand	Start	End	Length
86	+	0	1968	1968
169	-	2691093	2689125	1968
174	-	2526238	2524270	1968
193	+	1408777	1410745	1968
250	-	2384329	2382361	1968
282	+	2125698	2127666	1968
--------------------------------------------------------------------------------
Block #84
Seq_id	Strand	Start	End	Length
87	+	0	8668	8668
169	+	258661	267329	8668
174	+	4045481	4054149	8668
193	-	4079682	4071014	8668
250	-	3996571	3987903	8668
282	-	4044629	4035976	8653
--------------------------------------------------------------------------------
Block #85
Seq_id	Strand	Start	End	Length
87	+	8668	16382	7714
169	+	267329	274978	7649
174	+	4054149	4061798	7649
193	-	3822838	3815192	7646
250	-	3987903	3980254	7649
282	-	4035976	4028327	7649
--------------------------------------------------------------------------------
Block #86
Seq_id	Strand	Start	End	Length
89	+	5	2047	2042
169	+	1462971	1465013	2042
174	+	1392872	1394914	2042
193	-	2638836	2636794	2042
250	+	3125230	3127272	2042
282	-	3255974	3253932	2042
--------------------------------------------------------------------------------
Block #87
Seq_id	Strand	Start	End	Length
89	+	2414	9680	7266
169	+	1175176	1182443	7267
174	+	1103027	1110293	7266
193	-	2934225	2926960	7265
250	-	3554998	3547732	7266
282	-	3502552	3495286	7266
--------------------------------------------------------------------------------
Block #88
Seq_id	Strand	Start	End	Length
93	+	320	919	599
169	+	201172	201758	586
169	+	204049	204632	583
174	+	3987992	3988578	586
174	+	3990869	3991452	583
193	-	4134291	4133708	583
193	-	4137168	4136582	586
250	-	4051183	4050600	583
250	-	4054060	4053474	586
282	-	4099241	4098658	583
282	-	4102118	4101532	586
--------------------------------------------------------------------------------
Block #89
Seq_id	Strand	Start	End	Length
93	+	947	26648	25701
169	+	204660	230361	25701
174	+	3991480	4017181	25701
193	-	4133680	4107982	25698
250	-	4050572	4024871	25701
282	-	4098630	4072929	25701
--------------------------------------------------------------------------------
Block #90
Seq_id	Strand	Start	End	Length
94	+	0	4007	4007
169	-	3231787	3227781	4006
174	-	3067797	3063790	4007
193	+	1120596	1124603	4007
250	+	1487312	1491319	4007
282	+	1415918	1419925	4007
--------------------------------------------------------------------------------
Block #91
Seq_id	Strand	Start	End	Length
95	+	0	8872	8872
169	-	2962594	2953721	8873
174	-	2798655	2789783	8872
193	+	898904	907776	8872
250	+	1759545	1768417	8872
282	+	1685040	1693912	8872
--------------------------------------------------------------------------------
Block #92
Seq_id	Strand	Start	End	Length
96	+	0	4084	4084
169	+	527675	531759	4084
174	+	255658	259742	4084
193	-	3828917	3824833	4084
250	-	4264833	4260749	4084
282	-	4218039	4213955	4084
--------------------------------------------------------------------------------
Block #93
Seq_id	Strand	Start	End	Length
97	+	0	1841	1841
169	-	2080318	2078477	1841
174	+	2153716	2155557	1841
193	+	2017281	2019122	1841
250	+	2543124	2544965	1841
282	-	1965013	1963172	1841
--------------------------------------------------------------------------------
Block #94
Seq_id	Strand	Start	End	Length
97	+	1846	2606	760
169	-	2078475	2077761	714
169	+	4265755	4266463	708
174	+	2155559	2156273	714
174	-	4178858	4178150	708
193	+	2019124	2019838	714
193	-	4303843	4303135	708
250	+	2544967	2545681	714
250	+	2797129	2797837	708
282	-	1963170	1962456	714
282	-	4503369	4502661	708
--------------------------------------------------------------------------------
Block #95
Seq_id	Strand	Start	End	Length
97	+	2614	34166	31552
169	-	2077756	2046223	31533
174	+	2156278	2187865	31587
193	+	2019843	2051384	31541
250	+	2545686	2577238	31552
282	-	1962451	1930882	31569
--------------------------------------------------------------------------------
Block #96
Seq_id	Strand	Start	End	Length
98	+	0	39895	39895
169	-	2738878	2698983	39895
174	-	2574005	2534110	39895
193	+	1359067	1400923	41856
250	-	2432115	2392219	39896
282	+	2077948	2117844	39896
--------------------------------------------------------------------------------
Block #199
Seq_id	Strand	Start	End	Length
159	+	0	11436	11436
169	-	2679373	2667937	11436
193	+	1420503	1431939	11436
282	+	2137424	2148860	11436
--------------------------------------------------------------------------------
Block #200
Seq_id	Strand	Start	End	Length
159	+	11436	12422	986
169	-	2660417	2659578	839
169	-	2667937	2667054	883
193	+	1431939	1432822	883
193	+	1439459	1440298	839
282	+	2148860	2149743	883
282	+	2156380	2157219	839
--------------------------------------------------------------------------------
Block #201
Seq_id	Strand	Start	End	Length
159	+	13516	19648	6132
169	-	2666549	2660417	6132
193	+	1433327	1439459	6132
282	+	2150248	2156380	6132
--------------------------------------------------------------------------------
Block #202
Seq_id	Strand	Start	End	Length
160	+	0	28489	28489
169	-	2548837	2520347	28490
174	+	1679298	1707787	28489
193	+	1553011	1583459	30448
250	-	2342825	2314336	28489
282	+	2268013	2299171	31158
--------------------------------------------------------------------------------
Block #203
Seq_id	Strand	Start	End	Length
161	+	0	3397	3397
169	-	2085060	2081663	3397
174	+	2148974	2152371	3397
193	+	2010580	2015936	5356
250	+	2538382	2541779	3397
282	-	1969755	1966358	3397
--------------------------------------------------------------------------------
Block #204
Seq_id	Strand	Start	End	Length
162	+	0	25257	25257
169	+	4441555	4466812	25257
174	-	4399801	4374544	25257
193	-	3605747	3580490	25257
250	+	217460	242717	25257
282	+	220451	245708	25257
--------------------------------------------------------------------------------
Block #205
Seq_id	Strand	Start	End	Length
163	+	0	3554	3554
169	-	1708842	1705288	3554
174	-	1638765	1635211	3554
193	+	2391286	2394840	3554
250	+	3340235	3343789	3554
282	+	3285866	3289420	3554
--------------------------------------------------------------------------------
Block #206
Seq_id	Strand	Start	End	Length
164	+	0	12071	12071
169	-	4054253	4042182	12071
174	+	483552	495623	12071
193	-	3998827	3984797	14030
250	+	617842	631872	14030
282	+	564348	578378	14030
--------------------------------------------------------------------------------
Block #207
Seq_id	Strand	Start	End	Length
164	+	12071	13071	1000
169	-	4042182	4041182	1000
174	+	495623	496623	1000
174	-	3324206	3323495	711
193	-	3984797	3983797	1000
250	+	631872	632872	1000
282	+	578378	579378	1000
--------------------------------------------------------------------------------
Block #208
Seq_id	Strand	Start	End	Length
164	+	13071	17741	4670
169	-	4041182	4036512	4670
174	+	496623	501310	4687
193	-	3983797	3979071	4726
250	+	632872	637525	4653
282	+	579378	584026	4648
--------------------------------------------------------------------------------
Block #209
Seq_id	Strand	Start	End	Length
164	+	17741	18761	1020
169	+	370613	371506	893
169	-	4036512	4035598	914
174	+	98676	99569	893
174	+	501310	502224	914
193	+	150912	151805	893
193	-	3979071	3978157	914
250	+	637525	638439	914
250	-	4421463	4420570	893
282	+	584026	584940	914
282	-	4375074	4374181	893
--------------------------------------------------------------------------------
Block #210
Seq_id	Strand	Start	End	Length
164	+	18765	46663	27898
169	-	4035594	4007696	27898
174	+	502228	530126	27898
193	-	3978153	3950255	27898
250	+	638443	666361	27918
282	+	584944	612842	27898
--------------------------------------------------------------------------------
Block #211
Seq_id	Strand	Start	End	Length
164	+	46776	48721	1945
169	+	54627	56572	1945
169	-	122101	120160	1941
169	-	305458	303513	1945
169	-	508920	506975	1945
169	-	533746	531801	1945
169	+	572563	574508	1945
169	+	726412	728357	1945
169	+	839608	841553	1945
169	+	1014095	1016040	1945
169	+	1051356	1053301	1945
169	-	1135336	1133391	1945
169	+	1258779	1260724	1945
169	+	1365158	1367103	1945
169	-	1468222	1466277	1945
169	-	1719617	1717672	1945
169	+	1844042	1845987	1945
169	+	2044218	2046163	1945
169	+	2140214	2142159	1945
169	+	2226437	2228382	1945
169	-	2369993	2368048	1945
169	+	2453296	2455241	1945
169	+	2679390	2681335	1945
169	+	2838113	2840058	1945
169	-	3027273	3025328	1945
169	-	3094905	3092960	1945
169	-	3402538	3400593	1945
169	-	3463089	3461144	1945
169	+	3536200	3538145	1945
169	-	3775952	3774007	1945
169	-	4007567	4005622	1945
169	-	4219537	4217592	1945
169	-	4249076	4247131	1945
169	+	4466834	4468779	1945
174	-	236902	234957	1945
174	-	261729	259784	1945
174	+	320260	322205	1945
174	+	530255	532200	1945
174	+	768616	770561	1945
174	-	931066	929121	1945
174	+	1068901	1070846	1945
174	+	1188663	1190608	1945
174	+	1295082	1297028	1946
174	+	1395854	1397799	1945
174	-	1649539	1647594	1945
174	-	1774798	1772853	1945
174	+	1858825	1860770	1945
174	-	2092497	2090552	1945
174	-	2189870	2187925	1945
174	-	2389911	2387966	1945
174	+	2514535	2516480	1945
174	+	2673416	2675361	1945
174	-	2863338	2861393	1945
174	-	2930907	2928962	1945
174	-	3271587	3269642	1945
174	+	3404038	3405983	1945
174	+	3654743	3656688	1945
174	-	3745246	3743301	1945
174	-	3899184	3897239	1945
174	-	3909017	3907072	1945
174	+	4195538	4197483	1945
174	-	4374522	4372577	1945
174	+	4485366	4487311	1945
193	-	292709	290764	1945
193	-	514623	512678	1945
193	+	649022	650967	1945
193	+	832256	834201	1945
193	-	1257762	1255817	1945
193	-	1420486	1418541	1945
193	-	1651210	1649265	1945
193	+	1722164	1724109	1945
193	-	1956029	1954084	1945
193	-	2053389	2051444	1945
193	-	2255177	2253232	1945
193	+	2380511	2382456	1945
193	+	2657953	2659898	1945
193	-	2739927	2737982	1945
193	-	2848650	2846705	1945
193	-	3058692	3056747	1945
193	-	3271310	3269364	1946
193	+	3498273	3500218	1945
193	-	3580468	3578523	1945
193	-	3740713	3738768	1945
193	+	3822846	3824791	1945
193	+	3847681	3849626	1945
193	-	3919886	3917941	1945
193	-	3950126	3948181	1945
193	-	4030180	4028235	1945
193	+	4069060	4071005	1945
193	-	4391012	4389067	1945
193	-	4547115	4545170	1945
193	-	4631427	4629482	1945
250	+	39273	41218	1945
250	+	242739	244684	1945
250	+	454552	456497	1945
250	+	666490	668435	1945
250	-	901791	899846	1945
250	-	1147740	1145795	1945
250	-	1197036	1195090	1946
250	+	1281483	1283428	1945
250	+	1689867	1691812	1945
250	+	1931769	1933714	1945
250	-	2163301	2161356	1945
250	+	2247317	2249262	1945
250	+	2372620	2374565	1945
250	+	2531507	2533452	1945
250	-	2579243	2577298	1945
250	+	3025452	3027397	1945
250	-	3106112	3104167	1945
250	+	3238827	3240772	1945
250	+	3329460	3331405	1945
250	-	3677693	3675748	1945
250	-	3889493	3887548	1945
